,tmdbId,adult,budget,revenue,popularity,runtime
4294,58434,FALSE,0,187349,1.714086,99
4295,18197,FALSE,0,2835116,4.042083,116
4296,70842,FALSE,0,331000,0.404573,89
4297,38909,FALSE,0,8892589,1.379347,98
4298,17126,FALSE,0,8,1.152599,92
4299,11503,FALSE,7000000,19595031,6.203328,98
4300,38558,FALSE,0,0,1.149982,112
4301,9717,FALSE,0,29300000,4.173029,109
4302,11966,FALSE,10000000,21630088,6.593388,110
4303,2605,FALSE,10000000,40697761,9.422191,98
4304,8740,FALSE,0,0,7.795485,106
4305,25497,FALSE,0,1791328,4.300909,93
4306,38560,FALSE,16000000,4594452,4.088175,102
4307,50203,FALSE,0,3790493,0.183614,101
4308,26798,FALSE,0,0,4.486166,105
4309,91445,FALSE,0,0,0.836437,78
4310,41428,FALSE,0,0,4.423131,67
4311,8337,FALSE,4000000,13008928,10.815455,94
4312,47493,FALSE,0,0,0.544204,117
4313,8463,FALSE,0,4865997,1.943374,120
4314,41974,FALSE,5000000,0,0.588589,86
4315,28176,FALSE,0,0,5.908449,110
4316,9493,FALSE,15000000,216614388,9.977746,107
4317,26603,FALSE,0,0,6.987407,98
4318,33172,FALSE,0,0,1.366859,91
4319,29095,FALSE,0,808114,5.694583,95
4320,12582,FALSE,0,0,3.867964,107
4321,10001,FALSE,0,0,4.877771,91
4322,11352,FALSE,31000000,74134790,8.128266,122
4323,12500,FALSE,1000000,10499694,5.043068,95
4324,25678,FALSE,0,0,8.8802,90
4325,25682,FALSE,0,0,4.231626,89
4326,32049,FALSE,0,6500000,4.118621,101
4327,45225,FALSE,5000000,117463,2.161317,100
4328,1648,FALSE,10000000,40485039,9.478599,90
4329,4105,FALSE,30000000,45892212,9.497516,125
4330,22711,FALSE,0,19131000,4.483079,117
4331,19124,FALSE,0,2692037,6.598663,86
4332,69828,FALSE,0,0,1.22798,94
4333,53150,FALSE,0,0,2.5371,85
4334,10142,FALSE,22500000,18671317,5.732403,113
4335,3064,FALSE,0,0,6.187279,108
4336,86093,FALSE,0,0,0.543487,94
4337,10134,FALSE,500000,10166459,7.669375,86
4338,21291,FALSE,19000000,19738015,3.416582,117
4339,4925,FALSE,0,8125592,2.265933,105
4340,30352,FALSE,0,0,0.915047,98
4341,15142,FALSE,0,0,3.275977,114
4342,14550,FALSE,0,28890240,4.029252,113
4343,32075,FALSE,0,0,1.431197,97
4344,2210,FALSE,10000000,3916303,7.062888,100
4345,25005,FALSE,0,0,2.230714,104
4346,21721,FALSE,0,4786789,1.908547,95
4347,116014,FALSE,0,7754571,1.010716,119
4348,11828,FALSE,0,1,5.054955,107
4349,55699,FALSE,0,0,0.768103,94
4350,10551,FALSE,0,12195695,4.171434,110
4351,20713,FALSE,16000000,2420917,1.581713,117
4352,27461,FALSE,0,0,4.260277,127
4353,41969,FALSE,0,0,0.110118,119
4354,1380,FALSE,0,2777280,1.719991,109
4355,19157,FALSE,0,0,2.732396,99
4356,11465,FALSE,0,0,6.780794,108
4357,17190,FALSE,0,0,1.725049,109
4358,55059,FALSE,0,0,3.364639,102
4359,9085,FALSE,30000000,60864870,4.986141,116
4360,17819,FALSE,0,0,2.559717,94
4361,46786,FALSE,0,0,1.661932,102
4362,14776,FALSE,0,418053,1.978409,95
4363,59585,FALSE,0,0,0.797072,95
4364,32855,FALSE,18,0,3.4471,120
4365,29185,FALSE,0,20047604,2.827595,113
4366,39787,FALSE,0,0,2.467215,102
4367,32059,FALSE,0,0,5.094761,97
4368,505,FALSE,20000000,7237794,9.404999,94
4369,4486,FALSE,0,0,2.407244,119
4370,10345,FALSE,17000000,78247647,10.529598,101
4371,10222,FALSE,1500000,14697005,11.374307,97
4372,12774,FALSE,0,0,2.193401,102
4373,14621,FALSE,0,0,4.105409,108
4374,19118,FALSE,0,0,3.89307,90
4375,14372,FALSE,25000000,15704614,8.265854,98
4376,15138,FALSE,7000000,793775,5.98862,102
4377,9972,FALSE,24000000,22099847,9.051138,115
4378,9494,FALSE,7500000,2.96E+08,7.549835,93
4379,17362,FALSE,0,3960327,3.15847,98
4380,9942,FALSE,11000000,49797148,7.038806,107
4381,8216,FALSE,750000,0,4.022925,94
4382,4296,FALSE,0,0,4.550895,108
4383,24739,FALSE,3000000,1145404,4.306213,87
4384,39197,FALSE,0,0,2.996167,102
4385,9686,FALSE,15000000,0,6.210499,124
4386,27418,FALSE,12000000,15942628,4.516358,108
4387,39002,FALSE,8000000,16093651,1.136224,93
4388,43345,FALSE,0,0,3.235371,120
4389,31606,FALSE,0,0,8.263844,108
4390,27607,FALSE,0,0,3.663467,81
4391,37146,FALSE,0,0,0.779932,89
4392,20006,FALSE,0,0,4.685865,122
4393,8867,FALSE,9000000,0,6.5998,89
4394,12663,FALSE,16000000,4192440,3.900878,105
4395,331,FALSE,93000000,368780809,1.24647,92
4396,11467,FALSE,0,0,7.171767,102
4397,327,FALSE,12000000,15250000,5.585492,114
4398,1548,FALSE,7000000,0,6.574162,111
4399,13403,FALSE,0,0,4.994189,95
4400,869,FALSE,100000000,362211740,24.60477,119
4401,552,FALSE,0,0,2.955607,114
4402,36095,FALSE,20000,99000,3.63278,111
4403,33379,FALSE,0,1443067,1.9056,91
4404,196859,FALSE,400000,43719,0.323826,97
4405,47574,FALSE,0,0,1.814123,93
4406,2171,FALSE,5000000,295206,6.761425,97
4407,87462,FALSE,0,0,0.50513,92
4408,20307,FALSE,0,0,2.507049,106
4409,19142,FALSE,10000000,0,3.85142,84
4410,41946,FALSE,0,0,2.591345,102
4411,10135,FALSE,15000000,30050028,3.513512,114
4412,32767,FALSE,0,0,0.658942,105
4413,56162,FALSE,0,0,0.3467,94
4414,24254,FALSE,0,3169719,1.77442,98
4415,19236,FALSE,787000,0,5.084122,123
4416,32261,FALSE,0,8800000,2.262526,115
4417,60276,FALSE,0,0,0.21373,95
4418,12150,FALSE,19000000,110879513,8.515024,113
4419,11185,FALSE,18000000,46908987,9.854203,103
4420,47045,FALSE,0,12065892,2.209473,97
4421,18683,FALSE,0,0,1.942225,108
4422,12521,FALSE,5000000,16554699,6.724845,109
4423,12478,FALSE,0,0,1.995497,97
4424,49788,FALSE,0,0,0.763645,124
4425,31083,FALSE,0,401421,2.909705,94
4426,30666,FALSE,0,1519796,3.505774,93
4427,25155,FALSE,0,0,6.427021,89
4428,65015,FALSE,0,0,1.429933,97
4429,24077,FALSE,0,0,3.751433,92
4430,9618,FALSE,55000000,63408614,9.030718,104
4431,16560,FALSE,0,9114702,0.569383,111
4432,31608,FALSE,15000000,40590000,5.478887,96
4433,22102,FALSE,0,0,5.180647,105
4434,6951,FALSE,0,71079915,9.847105,100
4435,11959,FALSE,5000000,0,5.816716,97
4436,2616,FALSE,15000000,79258538,9.813149,100
4437,7091,FALSE,2000000,725131,8.375843,103
4438,249,FALSE,0,0,9.08296,116
4439,11342,FALSE,7000000,0,9.334694,103
4440,183,FALSE,6000000,14278900,5.668346,100
4441,32330,FALSE,0,0,1.232319,103
4442,24126,FALSE,3000000,3902679,2.960343,98
4443,8494,FALSE,0,0,6.140874,97
4444,26535,FALSE,0,35609,3.699839,98
4445,41784,FALSE,0,0,1.956762,101
4446,27431,FALSE,1000000,0,4.783487,110
4447,2148,FALSE,58000000,25928721,9.514182,127
4448,42033,FALSE,0,0,0.732362,88
4449,11308,FALSE,7500000,0,5.044822,109
4450,23239,FALSE,0,0,1.040297,85
4451,53119,FALSE,0,100544,0.951891,100
4452,31941,FALSE,0,0,1.344632,126
4453,19317,FALSE,0,0,0.941645,93
4454,27813,FALSE,35000,0,4.094056,91
4455,57745,FALSE,0,49501,0.989356,101
4456,2057,FALSE,42000000,35402320,9.004705,118
4457,9880,FALSE,37000000,165335153,14.82559,115
4458,5175,FALSE,90000000,347325802,18.274932,90
4459,21596,FALSE,0,0,0.320999,97
4460,41951,FALSE,0,0,1.362857,105
4461,11385,FALSE,0,0,6.426862,157
4462,4484,FALSE,0,20424259,5.348296,99
4463,11684,FALSE,0,6950125,1.657241,101
4464,44414,FALSE,0,0,2.244253,112
4465,44258,FALSE,0,0,0.332771,116
4466,20391,FALSE,20000000,31678778,5.5762,158
4467,12584,FALSE,0,8091910,7.49073,100
4468,70042,FALSE,0,0,0.107711,83
4469,1627,FALSE,0,0,3.814064,83
4470,11542,FALSE,15000000,19853892,5.428416,102
4471,17169,FALSE,0,70687344,5.793525,115
4472,39176,FALSE,0,0,1.618883,105
4473,33214,FALSE,0,0,2.734029,123
4474,19267,FALSE,0,0,2.957567,95
4475,2770,FALSE,30000000,287553595,25.637279,108
4476,12610,FALSE,75000000,13596911,6.839835,95
4477,1933,FALSE,0,0,7.688923,101
4478,13496,FALSE,35000000,13678913,5.872937,94
4479,21055,FALSE,0,1051948,2.006229,95
4480,24936,FALSE,3000000,0,4.772236,101
4481,80070,FALSE,7000000,0,0.988667,85
4482,10972,FALSE,1500000,373967,10.145711,100
4483,1722,FALSE,57000000,62112895,7.65183,131
4484,9896,FALSE,48000000,85498534,7.905381,112
4485,26665,FALSE,0,0,4.261189,113
4486,125707,FALSE,0,0,0.529259,94
4487,9683,FALSE,0,0,9.357978,84
4488,2779,FALSE,0,0,7.583143,103
4489,2294,FALSE,22000000,33788161,18.528866,104
4490,10016,FALSE,28000000,14010832,5.851422,98
4491,26602,FALSE,34000000,19693891,11.464975,108
4492,37920,FALSE,0,850225,2.003601,106
4493,22230,FALSE,0,688510,4.251082,110
4494,206412,FALSE,0,0,0.757478,90
4495,13966,FALSE,0,0,2.432993,104
4496,742,FALSE,0,0,4.099474,106
4497,248757,FALSE,0,0,0.533134,91
4498,15104,FALSE,0,4574762,0.940347,103
4499,8922,FALSE,10000000,59217789,8.824998,90
4500,11065,FALSE,0,16017403,5.337523,95
4501,21118,FALSE,0,261603,4.262607,91
4502,46727,FALSE,1000000,0,1.43494,104
4503,16314,FALSE,0,0,7.855486,84
4504,18885,FALSE,0,0,6.203636,93
4505,40508,FALSE,0,0,3.228965,85
4506,5922,FALSE,0,0,4.833548,93
4507,27346,FALSE,350000,0,5.690907,87
4508,34223,FALSE,1900000,4790926,2.029392,93
4509,16307,FALSE,0,0,6.772647,99
4510,27681,FALSE,0,0,4.336214,89
4511,11370,FALSE,40000000,27053815,5.77536,104
4512,12508,FALSE,57000000,16991902,7.141287,105
4513,14033,FALSE,0,0,4.122507,84
4514,25462,FALSE,6000000,0,2.731877,90
4515,223346,FALSE,0,0,0.038039,71
4516,34714,FALSE,0,0,0.335803,100
4517,47161,FALSE,0,0,0.138342,94
4518,106230,FALSE,0,0,0.221605,104
4519,35176,FALSE,0,0,0.987811,89
4520,18734,FALSE,700000,1667192,3.007899,97
4521,44321,FALSE,0,0,1.116322,101
4522,26661,FALSE,0,0,4.016382,79
4523,5998,FALSE,0,0,2.350393,270
4524,58062,FALSE,0,0,0.580614,122
4525,2176,FALSE,30000000,23619609,7.203634,106
4526,20857,FALSE,32000000,40222729,7.595447,106
4527,22617,FALSE,0,0,2.311997,99
4528,75386,FALSE,0,251058,0.101375,88
4529,2185,FALSE,40000000,8493890,7.688364,85
4530,10696,FALSE,22000000,5271666,2.561841,104
4531,2034,FALSE,45000000,104876233,16.723776,122
4532,21538,FALSE,0,0,1.372368,91
4533,51722,FALSE,0,0,0.637253,104
4534,101860,FALSE,0,0,0.036471,103
4535,48834,FALSE,0,0,0.661363,90
4536,30379,FALSE,0,0,0.975424,104
4537,31016,FALSE,1000000,2402459,6.324496,107
4538,32567,FALSE,0,2452566,1.236936,97
4539,12537,FALSE,0,2689068,4.405144,124
4540,9028,FALSE,0,0,4.848177,100
4541,16180,FALSE,0,0,6.155198,95
4542,11521,FALSE,0,0,4.503422,99
4543,21028,FALSE,0,0,4.377555,142
4544,27327,FALSE,0,0,6.077756,92
4545,35200,FALSE,0,0,1.541314,129
4546,21242,FALSE,0,0,2.482094,90
4547,29756,FALSE,0,0,1.442412,85
4548,82523,FALSE,0,0,1.090364,96
4549,20115,FALSE,8000000,0,4.516258,107
4550,30295,FALSE,0,0,5.089208,118
4551,25767,FALSE,0,6.00E+06,4.123321,104
4552,33725,FALSE,0,0,1.193839,120
4553,22874,FALSE,0,0,2.906057,100
4554,11576,FALSE,9400000,6.00E+07,9.568297,163
4555,43860,FALSE,0,0,0.418048,80
4556,43802,FALSE,0,0,3.342684,115
4557,9660,FALSE,0,6800000,7.069714,124
4558,15393,FALSE,725000,10600000,7.270286,102
4559,248,FALSE,2900000,5.00E+06,3.710949,136
4560,40885,FALSE,0,0,5.449223,147
4561,25905,FALSE,0,0,1.253197,128
4562,21148,FALSE,0,0,2.682728,102
4563,1644,FALSE,0,0,7.07378,109
4564,12502,FALSE,0,0,5.121247,131
4565,66092,FALSE,3000000,0,0.551257,96
4566,10373,FALSE,0,0,6.569858,120
4567,13766,FALSE,18000000,9697739,4.538271,107
4568,16380,FALSE,0,0,1.589415,83
4569,12103,FALSE,50000000,100020092,8.475354,113
4570,11313,FALSE,31000000,24185781,5.627174,101
4571,9398,FALSE,28000000,60780981,9.163141,89
4572,35066,FALSE,0,0,0.946726,96
4573,45864,FALSE,0,1,0.219458,93
4574,55372,FALSE,0,0,0.91854,154
4575,NA,NA,NA,NA,NA,NA
4576,10866,FALSE,23000000,36642838,9.887721,97
4577,34549,FALSE,25000000,18634654,3.05263,86
4578,9778,FALSE,28000000,77516304,7.186551,90
4579,34453,FALSE,0,0,0.051142,81
4580,58429,FALSE,0,0,2.046829,103
4581,16121,FALSE,4500000,7206220,6.072307,113
4582,40220,FALSE,300000,0,1.610934,82
4583,166,FALSE,0,0,7.526478,110
4584,42787,FALSE,0,0,1.601197,94
4585,1623,FALSE,9000000,37121708,4.640761,125
4586,40932,FALSE,0,0,1.092086,124
4587,32027,FALSE,0,0,2.611671,107
4588,13550,FALSE,0,1.20E+07,5.360699,107
4589,13612,FALSE,0,41675194,7.050463,99
4590,16769,FALSE,15000000,67182787,4.486332,125
4591,42158,FALSE,0,0,0.629119,123
4592,27958,FALSE,0,0,6.77424,102
4593,86463,FALSE,0,0,0.244952,95
4594,31703,FALSE,0,0,2.465986,91
4595,1716,FALSE,0,0,4.230208,131
4596,27059,FALSE,0,0,0.374046,95
4597,20681,FALSE,0,0,3.80608,118
4598,57743,FALSE,1000000,0,0.54775,113
4599,3172,FALSE,75000000,67631903,8.433735,123
4600,17708,FALSE,11000000,23978402,4.442022,86
4601,12780,FALSE,0,14681661,8.216905,90
4602,570,FALSE,0,0,3.378891,86
4603,1018,FALSE,15000000,20117339,21.292149,147
4604,25641,FALSE,0,0,5.741536,109
4605,16767,FALSE,0,0,1.951332,90
4606,102933,FALSE,0,0,0.384756,120
4607,11380,FALSE,10000000,7316658,4.16078,96
4608,27396,FALSE,0,0,4.277472,111
4609,26299,FALSE,0,0,2.684918,100
4610,984,FALSE,10000000,35976000,9.359377,102
4611,15559,FALSE,0,0,0.434958,40
4612,14811,FALSE,9000000,83304330,9.081684,181
4613,21741,FALSE,0,0,0.120079,37
4614,77670,FALSE,0,0,0.891923,110
4615,55727,FALSE,0,0,1.200388,105
4616,15560,FALSE,0,0,0.571395,40
4617,9585,FALSE,0,0,4.932951,116
4618,14267,FALSE,25000,0,2.595625,97
4619,45929,FALSE,0,0,0.511428,95
4620,768,FALSE,35000000,74558115,8.563981,122
4621,2100,FALSE,72000000,27642707,7.327393,131
4622,11091,FALSE,48000000,35743308,5.931153,132
4623,3173,FALSE,0,0,2.646649,105
4624,27092,FALSE,0,0,1.688873,125
4625,23941,FALSE,0,0,5.629512,123
4626,18192,FALSE,0,0,1.216406,106
4627,11845,FALSE,0,0,3.341891,119
4628,9081,FALSE,0,3176880,6.777376,99
4629,167,FALSE,48000000,50315140,16.743557,120
4630,34043,FALSE,0,0,0.724638,85
4631,9378,FALSE,0,0,12.043122,91
4632,27444,FALSE,0,0,2.345504,84
4633,141,FALSE,6000000,1270522,26.805239,113
4634,10034,FALSE,0,0,1.620289,86
4635,11457,FALSE,18000000,0,5.927433,125
4636,10778,FALSE,0,0,9.496269,116
4637,78657,FALSE,0,0,0.047457,103
4638,67385,FALSE,0,0,0.361101,133
4639,NA,NA,NA,NA,NA,NA
4640,11456,FALSE,75000000,54249294,4.86538,89
4641,585,FALSE,115000000,562816256,38.388021,92
4642,10796,FALSE,49000000,72700000,8.832034,87
4643,23949,FALSE,100000,490475,4.921213,86
4644,11088,FALSE,35000000,0,7.415143,107
4645,9889,FALSE,40000000,141069860,7.043115,114
4646,140511,FALSE,0,27,0.599284,87
4647,133115,FALSE,0,0,0.377417,97
4648,45964,FALSE,0,0,3.943366,97
4649,32014,FALSE,0,0,3.044518,94
4650,13408,FALSE,7000000,10229331,2.078133,93
4651,671,FALSE,125000000,976475550,37.500799,152
4652,17731,FALSE,0,0,1.501426,95
4653,20794,FALSE,6000000,2025238,3.066072,95
4654,11469,FALSE,0,0,8.579837,95
4655,14369,FALSE,24000000,14782676,4.821313,89
4656,1535,FALSE,115000000,143049560,11.686657,126
4657,1433,FALSE,4500000,6459020,10.25864,106
4658,1999,FALSE,1700000,0,6.657317,130
4659,58098,FALSE,0,0,0.398749,124
4660,78076,FALSE,0,0,0.79152,94
4661,87774,FALSE,0,0,0.717492,94
4662,23847,FALSE,0,0,5.513946,102
4663,50785,FALSE,180000,0,1.928034,88
4664,12472,FALSE,0,0,1.977313,88
4665,42258,FALSE,0,0,1.453327,102
4666,11834,FALSE,0,0,5.307044,105
4667,16085,FALSE,14000000,52223306,5.974383,149
4668,27405,FALSE,0,0,1.405105,92
4669,269,FALSE,0,0,7.901844,90
4670,16441,FALSE,0,14056528,4.575648,118
4671,11422,FALSE,0,0,7.984983,132
4672,31037,FALSE,9000000,0,4.352577,130
4673,40739,FALSE,0,0,1.663699,167
4674,10656,FALSE,2000000,390659,6.483728,104
4675,32847,FALSE,0,0,3.726849,117
4676,39938,FALSE,424,0,2.362076,115
4677,38766,FALSE,0,0,2.070984,113
4678,43510,FALSE,0,0,1.98206,93
4679,35284,FALSE,0,0,1.74377,117
4680,14584,FALSE,0,0,2.433306,92
4681,58886,FALSE,0,0,0.805801,97
4682,72277,FALSE,810000,1258000,2.719318,106
4683,5781,FALSE,0,0,9.317841,103
4684,23805,FALSE,0,0,6.850324,102
4685,34388,FALSE,0,0,2.011863,102
4686,39867,FALSE,250000,0,4.574608,82
4687,11033,FALSE,6500000,31899000,9.830801,105
4688,69716,FALSE,0,0,0.610123,97
4689,37835,FALSE,0,0,2.614547,101
4690,33356,FALSE,0,0,0.856227,195
4691,3537,FALSE,0,21202829,5.299367,134
4692,38922,FALSE,0,0,1.228695,93
4693,27145,FALSE,0,0,1.631039,104
4694,8738,FALSE,0,16647800,6.702831,103
4695,28614,FALSE,0,0,1.007254,112
4696,3604,FALSE,35000000,27107960,11.778778,111
4697,6974,FALSE,0,0,1.868244,83
4698,26398,FALSE,0,0,5.481382,90
4699,42218,FALSE,0,0,1.981328,89
4700,10649,FALSE,9000000,46236000,8.565339,96
4701,42566,FALSE,0,7,3.556233,106
4702,17689,FALSE,5500000,26414658,6.135775,109
4703,34084,FALSE,0,0,1.057246,76
4704,15983,FALSE,0,0,4.291641,107
4705,14854,FALSE,5000000,12232628,6.488986,107
4706,10847,FALSE,0,0,9.381371,90
4707,33525,FALSE,0,0,1.37635,90
4708,27591,FALSE,0,0,2.169205,90
4709,299,FALSE,0,0,7.871794,127
4710,31945,FALSE,9000000,5406879,3.137658,116
4711,42160,FALSE,0,0,2.641092,131
4712,10650,FALSE,22000000,67642693,6.29833,117
4713,8007,FALSE,40000000,91753202,11.717598,106
4714,19076,FALSE,0,0,2.58882,118
4715,81442,FALSE,0,0,0.40138,95
4716,50562,TRUE,0,0,1.86326,80
4717,13503,FALSE,0,0,4.273492,110
4718,161,FALSE,85000000,450717150,26.2258,116
4719,43774,FALSE,0,0,1.698839,94
4720,31064,FALSE,0,0,1.315451,84
4721,31682,FALSE,750000,0,4.001926,81
4722,8342,FALSE,1012153,0,4.510545,98
4723,55479,FALSE,0,0,0.30431,103
4724,4886,FALSE,0,0,5.96065,97
4725,228,FALSE,0,0,3.999046,108
4726,23111,FALSE,0,25100000,4.843964,115
4727,42597,FALSE,0,0,0.986308,95
4728,194,FALSE,10000000,173921954,28.135325,122
4729,11397,FALSE,16000000,66468332,11.363589,89
4730,1903,FALSE,68000000,203388341,24.720683,136
4731,11889,FALSE,0,0,4.4918,91
4732,28171,FALSE,0,0,2.670871,85
4733,9523,FALSE,0,0,4.27163,121
4734,9428,FALSE,21000000,71441250,15.233384,108
4735,1649,FALSE,0,0,8.895345,98
4736,11938,FALSE,0,1476356,5.095458,96
4737,43143,FALSE,0,0,1.69951,84
4738,35201,FALSE,0,0,2.264577,112
4739,42724,FALSE,0,0,1.115127,97
4740,24264,FALSE,25000000,5778353,4.144814,117
4741,27150,FALSE,4500000,10500000,2.049114,103
4742,26978,FALSE,15000000,16500000,4.226731,90
4743,19209,FALSE,0,300859,1.718077,90
4744,8386,FALSE,12000000,31155435,7.376981,93
4745,12589,FALSE,25000000,80936232,8.985168,83
4746,12312,FALSE,38000000,0,4.873257,99
4747,11232,FALSE,0,0,6.542234,118
4748,120,FALSE,93000000,871368364,57.688487,178
4749,11086,FALSE,72000000,37317558,5.116501,152
4750,453,FALSE,60000000,313542341,24.019398,135
4751,18939,FALSE,0,0,2.01647,132
4752,12724,FALSE,0,0,1.229704,79
4753,11414,FALSE,0,0,5.654869,96
4754,31507,FALSE,0,0,3.540347,101
4755,42612,FALSE,0,0,1.533515,111
4756,18783,FALSE,0,0,1.828208,97
4757,12593,FALSE,850000,0,5.473282,78
4758,14683,FALSE,0,0,1.906566,77
4759,10794,FALSE,1500000,0,5.595264,99
4760,43136,FALSE,0,0,2.862492,100
4761,45491,FALSE,0,396003,3.521249,99
4762,5052,FALSE,0,0,3.578331,119
4763,37257,FALSE,3000000,9.00E+06,7.487593,116
4764,8489,FALSE,107000000,87713825,7.314123,157
4765,855,FALSE,92000000,172989651,23.983396,144
4766,12660,FALSE,0,741394,2.881974,121
4767,10269,FALSE,12000000,30400000,3.475433,132
4768,5279,FALSE,19800000,87754044,8.259445,137
4769,10950,FALSE,22000000,92542418,12.085394,132
4770,1365,FALSE,4000000,44909486,8.518655,111
4771,6440,FALSE,0,0,6.299744,111
4772,14580,FALSE,0,0,6.784832,89
4773,49410,FALSE,0,0,1.920179,90
4774,28296,FALSE,0,0,0.927533,95
4775,24206,FALSE,15000000,76382,3.184417,93
4776,6037,FALSE,0,0,5.085076,94
4777,42987,FALSE,0,0,2.817283,116
4778,61418,FALSE,0,0,1.579356,106
4779,27099,FALSE,0,0,3.143866,100
4780,11857,FALSE,0,0,6.70299,82
4781,6312,FALSE,29000000,70752904,10.4908,137
4782,11595,FALSE,38000000,153518974,7.417206,95
4783,24166,FALSE,0,0,1.576508,116
4784,26337,FALSE,0,0,4.411019,99
4785,59066,FALSE,0,1155000,0.969547,98
4786,77985,FALSE,0,0,1.219334,109
4787,77074,FALSE,0,0,0.550362,103
4788,10170,FALSE,22997992,0,4.669989,122
4789,18317,FALSE,0,0,1.574244,106
4790,98491,FALSE,0,0,0.922677,104
4791,26686,FALSE,0,0,3.96564,103
4792,61934,FALSE,0,0,0.565642,138
4793,27273,FALSE,0,0,1.337392,96
4794,848,FALSE,18000000,14110013,5.549828,108
4795,9610,FALSE,18000000,1.00E+08,11.811059,103
4796,15035,FALSE,1200000,760883,3.800427,81
4797,16127,FALSE,0,0,2.588701,74
4798,31603,FALSE,0,8894289,4.329565,117
4799,32020,FALSE,0,4400000,4.018507,106
4800,33155,FALSE,5500000,4865000,2.69795,95
4801,4965,FALSE,40000000,0,4.242775,102
4802,11891,FALSE,0,0,6.299057,81
4803,11888,FALSE,35,81,8.855937,99
4804,150,FALSE,12000000,78868508,9.389588,96
4805,35263,FALSE,0,0,0.229603,91
4806,112,FALSE,0,0,3.112033,95
4807,125717,FALSE,0,0,0.108517,102
4808,20678,FALSE,0,0,4.10083,96
4809,15050,FALSE,15000000,10219460,3.975961,106
4810,10423,FALSE,14000000,63513743,7.287061,120
4811,11710,FALSE,0,0,6.041387,109
4812,17691,FALSE,0,0,1.797851,124
4813,27378,FALSE,0,0,0.965286,94
4814,57976,FALSE,0,0,1.99519,80
4815,651,FALSE,3500000,81600000,7.705018,116
4816,31955,FALSE,0,4385312,1.771219,112
4817,20620,FALSE,0,0,3.806235,100
4818,18647,FALSE,6000000,4300000,4.140446,141
4819,11362,FALSE,35000000,75395048,10.657224,131
4820,2637,FALSE,32000000,55157539,8.743168,119
4821,10229,FALSE,11000000,41227069,15.117442,101
4822,50819,FALSE,344,4,0.107062,104
4823,12659,FALSE,0,0,1.109975,113
4824,NA,NA,NA,NA,NA,NA
4825,35650,FALSE,0,0,2.158573,87
4826,9606,FALSE,14500000,95789342,6.601962,108
4827,11447,FALSE,0,0,7.490619,99
4828,16550,FALSE,0,0,4.78531,87
4829,13915,FALSE,555000,0,0.47571,84
4830,34723,FALSE,6500000,0,6.890287,108
4831,31674,FALSE,13000000,22030000,1.410738,109
4832,52744,FALSE,0,11129057,3.716372,102
4833,43340,FALSE,0,0,1.623367,117
4834,20009,FALSE,14000000,6413915,7.91611,86
4835,2084,FALSE,13000000,0,7.921714,93
4836,50225,FALSE,0,0,0.720261,106
4837,74692,FALSE,5000000,0,0.860629,99
4838,39775,FALSE,180000,0,4.442871,83
4839,51044,FALSE,750000,0,0.919178,105
4840,29475,FALSE,0,0,1.198777,121
4841,4267,FALSE,0,0,3.131444,108
4842,4031,FALSE,0,0,5.119284,117
4843,47871,FALSE,24000000,939423,0.469281,107
4844,11594,FALSE,0,0,1.268564,115
4845,19562,FALSE,0,0,3.613619,95
4846,11870,FALSE,15000000,52970014,5.489963,88
4847,9884,FALSE,85000000,78382433,9.118075,108
4848,11535,FALSE,0,0,5.035144,98
4849,27593,FALSE,0,0,3.068604,104
4850,11212,FALSE,50000000,16671505,8.094601,99
4851,29887,FALSE,0,0,0.887865,85
4852,32484,FALSE,0,0,1.101202,79
4853,28345,FALSE,0,0,2.899441,88
4854,69928,FALSE,19000000,1.10E+07,4.069073,110
4855,21921,FALSE,0,0,1.207389,95
4856,21845,FALSE,0,53579269,7.619337,103
4857,11528,FALSE,0,32416586,6.303734,101
4858,2441,FALSE,0,0,2.254858,96
4859,931,FALSE,1500000,0,6.114412,110
4860,17130,FALSE,12000000,61141030,6.136058,93
4861,10592,FALSE,70000000,32287044,9.875068,125
4862,8470,FALSE,36000000,102244770,10.523274,116
4863,16690,FALSE,20000000,109862682,7.371412,72
4864,39939,FALSE,3000000,18492362,8.121531,100
4865,9272,FALSE,17000000,44456478,8.821673,87
4866,14778,FALSE,0,0,5.002694,109
4867,19137,FALSE,0,0,4.149862,108
4868,32499,FALSE,1558000,0,3.054579,118
4869,8737,FALSE,0,0,2.704624,146
4870,33668,FALSE,0,0,1.794951,118
4871,39282,FALSE,0,0,2.020767,136
4872,40687,FALSE,0,0,1.23362,106
4873,37230,FALSE,0,0,2.329926,90
4874,993,FALSE,0,0,5.16362,138
4875,11698,FALSE,0,0,3.361189,107
4876,41357,FALSE,0,0,2.798585,103
4877,42458,FALSE,0,0,0.730307,106
4878,93427,FALSE,0,0,0.501965,105
4879,14475,FALSE,8000000,11715321,5.119262,113
4880,43715,FALSE,0,0,1.380087,79
4881,10052,FALSE,60000000,52322400,6.851006,104
4882,11979,FALSE,35000000,45479110,6.310738,101
4883,75151,FALSE,0,0,0.437615,111
4884,35868,FALSE,0,0,1.489904,115
4885,13791,FALSE,0,0,2.183147,107
4886,27824,FALSE,0,0,0.190199,95
4887,270306,FALSE,0,0,0.181467,87
4888,9991,FALSE,0,0,6.825761,99
4889,480,FALSE,0,0,4.562642,114
4890,44340,FALSE,0,0,2.372682,91
