,tmdbId,adult,budget,revenue,popularity,runtime
260,11008,FALSE,0,0,6.866504,95
261,47504,FALSE,0,0,3.719894,98
262,32325,FALSE,0,0,1.957164,92
263,43742,FALSE,60000000,0,2.313534,108
264,28313,FALSE,17000000,7603766,4.909078,106
265,11318,FALSE,0,15238994,4.695753,107
266,3036,FALSE,45000000,112006296,9.622153,123
267,40490,FALSE,0,0,3.450522,96
268,24070,FALSE,15000000,0,5.815023,97
269,8986,FALSE,0,18137661,4.435486,108
270,10510,FALSE,0,46264384,10.437987,114
271,17402,FALSE,6,5,2.313494,95
272,38722,FALSE,5500000,0,1.029109,128
273,8438,FALSE,0,17381942,5.57794,122
274,11593,FALSE,0,0,3.912555,110
275,1945,FALSE,31000000,106683817,5.747439,112
276,39310,FALSE,5000000,0,2.485424,98
277,56428,FALSE,4800000,0,0.380073,89
278,63105,FALSE,0,0,1.133563,83
279,131957,FALSE,0,0,0.371941,100
280,241,FALSE,34000000,50282766,19.728638,119
281,9058,FALSE,0,0,6.267592,115
282,527,FALSE,0,2201126,11.228746,99
283,18220,FALSE,0,0,8.097226,106
284,6950,FALSE,50000000,189859560,9.803795,127
285,101,FALSE,16000000,45284974,38.550386,110
286,63020,FALSE,11000000,2832826,1.764961,113
287,2307,FALSE,0,0,1.107772,94
288,680,FALSE,8000000,213928762,38.677786,154
289,41478,FALSE,0,6834525,4.770115,124
290,25296,FALSE,400000,152322,2.340058,105
291,40156,FALSE,0,4176932,2.314272,98
292,11450,FALSE,0,0,7.484667,133
293,30304,FALSE,0,0,0.670952,94
294,10452,FALSE,0,0,4.660618,162
295,12106,FALSE,32000000,18552460,8.346058,107
296,161495,FALSE,22000000,12400000,2.93185,108
297,3586,FALSE,15000000,11300653,6.851269,133
298,110,FALSE,0,0,9.88228,99
299,108,FALSE,0,0,6.008564,98
300,109,FALSE,0,0,8.481666,91
301,159185,FALSE,0,0,0.943261,111
302,36357,FALSE,0,0,1.470204,85
303,92769,FALSE,0,0,0.212071,90
304,28033,FALSE,0,0,0.703616,95
305,22586,FALSE,35000000,9771658,8.791755,89
306,14334,FALSE,0,0,1.297118,97
307,2636,FALSE,45000000,170362582,11.264899,110
308,2164,FALSE,55000000,196567262,20.767703,121
309,11395,FALSE,10000000,0,9.155938,97
310,278,FALSE,25000000,28341469,32.488461,142
311,9905,FALSE,0,0,5.879122,92
312,87078,FALSE,0,102780,0.635558,96
313,12527,FALSE,0,0,1.003527,108
314,20306,FALSE,0,0,4.898311,101
315,36614,FALSE,32,0,1.413546,100
316,27993,FALSE,0,0,3.157546,91
317,31439,FALSE,0,0,5.796943,125
318,9067,FALSE,25000000,4064495,7.743511,98
319,9059,FALSE,0,0,7.488895,92
320,193,FALSE,38000000,1.20E+08,7.315634,118
321,25066,FALSE,6000000,1.20E+07,4.998125,98
322,46797,FALSE,0,0,1.042941,115
323,12122,FALSE,0,0,6.033892,99
324,11381,FALSE,0,32648673,11.495694,97
325,32636,FALSE,0,0,3.540257,119
326,36141,FALSE,6500000,0,1.932468,99
327,95963,FALSE,0,0,0.754028,88
328,1587,FALSE,11000000,10032765,16.687041,118
329,9271,FALSE,30000000,24048000,8.024575,106
330,2064,FALSE,17000000,182057016,10.209423,103
331,19855,FALSE,0,16,8.832347,126
332,60855,FALSE,0,759393,0.992183,87
333,236,FALSE,3000000,15119639,7.080942,106
334,48287,FALSE,0,0,3.100552,94
335,3049,FALSE,15000000,107217396,19.984407,86
336,2759,FALSE,0,11220670,5.791782,104
337,12635,FALSE,0,0,3.406171,100
338,10497,FALSE,5000000,1862805,8.562863,139
339,11382,FALSE,0,0,9.299647,98
340,9331,FALSE,62000000,215887717,11.57074,141
341,10731,FALSE,45000000,117615211,7.897417,119
342,10464,FALSE,0,0,6.09374,115
343,34152,FALSE,0,0,2.473104,115
344,9495,FALSE,15000000,9.40E+07,13.107681,102
345,29973,FALSE,0,1007583,2.272516,128
346,888,FALSE,46000000,341631208,9.612201,91
347,13,FALSE,55000000,677945399,27.112907,142
348,712,FALSE,6000000,254700832,9.742829,117
349,16295,FALSE,0,38290723,5.676075,127
350,48992,FALSE,0,1777020,0.739089,104
351,10879,FALSE,45000000,61947267,4.799834,123
352,10660,FALSE,0,0,9.829826,101
353,10714,FALSE,0,43,6.952353,111
354,41647,FALSE,0,449707,0.837471,180
355,8587,FALSE,45000000,987483777,41.211466,89
356,1689,FALSE,35000000,4858139,5.769798,140
357,11596,FALSE,14000000,18090181,9.926252,112
358,854,FALSE,23000000,351583407,20.77865,101
359,9359,FALSE,0,0,7.725327,127
360,23333,FALSE,0,0,4.817855,125
361,36593,FALSE,30000000,51132598,9.849906,83
362,12280,FALSE,6000000,0,4.896661,112
363,2788,FALSE,11500000,20079850,10.849226,99
364,10427,FALSE,8000000,2500000,5.498943,98
365,11011,FALSE,40000000,0,10.807557,95
366,49803,FALSE,0,0,2.917698,98
367,8987,FALSE,45000000,0,11.615381,111
368,1637,FALSE,30000000,350448145,13.046918,116
369,15128,FALSE,0,20667959,1.841283,99
370,8831,FALSE,27000000,101646581,6.496673,99
371,36955,FALSE,115000000,378882411,24.966909,141
372,10449,FALSE,0,50021959,8.403803,126
373,10395,FALSE,0,0,11.812869,125
374,12160,FALSE,63000000,25052000,7.51095,191
375,40480,FALSE,0,0,1.987605,108
376,52038,FALSE,0,953,1.031687,99
377,29444,FALSE,0,0,2.051803,96
378,26352,FALSE,10000000,29392418,2.996747,100
379,39953,FALSE,0,0,0.146948,91
380,41580,FALSE,0,0,0.694735,110
381,315,FALSE,45000,0,5.714791,83
382,22067,FALSE,7000000,20851521,2.621021,119
383,18242,FALSE,0,0,0.966434,61
384,11667,FALSE,35000000,99423521,8.33878,102
385,32502,FALSE,0,0,0.899367,92
386,28732,FALSE,0,0,1.397224,88
387,75555,FALSE,0,0,0.824062,98
388,42981,FALSE,0,0,0.569622,89
389,278939,FALSE,0,0,0.404818,89
390,226229,FALSE,0,0,0.084729,92
391,NA,NA,NA,NA,NA,NA
392,316098,FALSE,0,0,0.201699,115
393,8011,FALSE,26000000,36800000,9.04664,99
394,171857,FALSE,0,0,0.181951,97
395,2654,FALSE,8000000,8946600,12.448815,95
396,18069,FALSE,0,0,1.719679,105
397,19092,FALSE,0,0,4.110129,96
398,2758,FALSE,10000000,0,11.518871,94
399,38129,FALSE,0,0,0.702167,84
400,10436,FALSE,34000000,32255440,7.374357,139
401,13595,FALSE,0,0,5.826853,92
402,46094,FALSE,17080000,21011500,3.124516,107
403,9409,FALSE,0,0,4.752539,105
404,11853,FALSE,0,15240435,5.121564,99
405,16771,FALSE,3200000,0,1.332278,100
406,46924,FALSE,40000000,0,2.436819,122
407,11041,FALSE,0,0,6.585394,93
408,306,FALSE,50000000,119208989,9.054567,104
409,14522,FALSE,0,0,6.250825,88
410,26203,FALSE,0,16668552,6.088794,106
411,178,FALSE,0,30156002,6.697194,121
412,19819,FALSE,0,0,3.82361,108
413,57834,FALSE,0,0,2.981584,101
414,4722,FALSE,13000000,428868,6.056107,87
415,18215,FALSE,0,1796389,5.346544,107
416,1607,FALSE,22000000,17287898,7.158468,121
417,26391,FALSE,0,3662459,4.039374,80
418,117553,FALSE,13000000,2570145,1.507185,90
419,6075,FALSE,30000000,36516012,20.982892,144
420,11310,FALSE,35,43,7.669204,116
421,18658,FALSE,0,7355425,1.525984,107
422,9350,FALSE,70000000,255000211,11.144142,112
423,9612,FALSE,0,0,6.945101,88
424,2124,FALSE,40000000,19726050,10.195886,121
425,26261,FALSE,0,0,5.149963,93
426,19176,FALSE,0,0,3.226357,102
427,49299,FALSE,0,0,1.467582,108
428,11566,FALSE,0,6.30E+07,6.559856,110
429,9571,FALSE,6900000,7993039,6.290812,102
430,9739,FALSE,57000000,159055768,10.150628,115
431,24257,FALSE,0,0,1.05525,109
432,34444,FALSE,8000000,0,3.18177,96
433,26141,FALSE,0,0,5.541928,91
434,10997,FALSE,0,0,7.274516,171
435,50463,FALSE,0,0,1.673958,97
436,10443,FALSE,0,0,6.526972,122
437,20239,FALSE,0,0,1.134511,88
438,16297,FALSE,0,0,5.454353,103
439,18551,FALSE,0,9488998,2.140649,126
440,25440,FALSE,0,0,1.920555,101
441,9024,FALSE,30000000,11146270,7.032213,94
442,37233,FALSE,42000000,270248367,9.383643,154
443,1634,FALSE,20000000,153698625,8.170176,112
444,13815,FALSE,0,0,5.366538,114
445,5503,FALSE,44000000,368875760,17.87896,130
446,35588,FALSE,35000000,18635620,5.960799,115
447,2087,FALSE,0,30,8.353226,115
448,41579,FALSE,30000000,0,4.340479,109
449,18620,FALSE,0,0,0.762837,83
450,41006,FALSE,0,0,1.589777,94
451,4916,FALSE,0,22886222,2.759409,107
452,2019,FALSE,18000000,74189677,9.329325,97
453,31642,FALSE,33000000,5,5.402005,140
454,9255,FALSE,25000000,133752825,12.54872,86
455,26271,FALSE,0,0,2.419369,95
456,10612,FALSE,0,0,5.688836,99
457,2259,FALSE,25000000,0,8.757754,140
458,16097,FALSE,0,0,2.431521,100
459,11934,FALSE,30000000,0,5.7531,111
460,106143,FALSE,40000000,0,2.530303,115
461,12475,FALSE,0,28881266,4.2588,91
462,9386,FALSE,40000000,176997168,7.875427,128
463,7984,FALSE,13000000,65796862,7.918655,133
464,59930,FALSE,0,8880705,0.512991,110
465,15765,FALSE,0,0,8.175887,118
466,31643,FALSE,30000000,0,1.865877,112
467,6,FALSE,21,12,6.555636,110
468,329,FALSE,63000000,920100000,14.911403,127
469,10909,FALSE,9000000,2395231,5.460928,117
470,507,FALSE,1500000,418961,6.780485,96
471,34024,FALSE,0,0,4.76097,103
472,29918,FALSE,0,0,5.066734,94
473,9593,FALSE,85000000,137298489,9.843392,130
474,42580,FALSE,0,0,3.23326,91
475,22317,FALSE,0,0,4.127872,98
476,1413,FALSE,0,1499795,5.311169,101
477,12121,FALSE,22000000,0,6.572201,111
478,2246,FALSE,0,46405336,8.696217,107
479,10502,FALSE,0,24760338,6.564763,114
480,10440,FALSE,13500000,11285588,5.816009,104
481,9516,FALSE,3500000,27900000,6.360876,97
482,2320,FALSE,55000000,121969216,11.439538,133
483,5879,FALSE,0,0,10.808362,105
484,83718,FALSE,0,0,0.50468,91
485,11971,FALSE,11000000,22551000,6.597574,111
486,2625,FALSE,0,0,5.44297,114
487,31911,FALSE,0,0,3.484133,98
488,788,FALSE,25000000,441286195,18.026831,125
489,21450,FALSE,0,0,8.009143,131
490,11231,FALSE,12000000,15826984,7.61319,107
491,41588,FALSE,0,0,0.49278,112
492,10447,FALSE,20000000,15340000,6.880323,118
493,31586,FALSE,40000000,0,6.868593,87
494,9300,FALSE,4000000,0,5.051052,93
495,9559,FALSE,30000000,135130999,9.143435,138
496,9800,FALSE,26000000,206678440,16.666184,125
497,713,FALSE,7000000,116700000,9.086315,121
498,8291,FALSE,14000000,27515786,3.945232,109
499,18133,FALSE,0,23042200,2.611486,112
500,25557,FALSE,0,8638072,9.394398,109
501,22588,FALSE,0,0,3.675477,108
502,10872,FALSE,11000000,11439193,5.481571,97
503,1245,FALSE,11500000,23237911,9.650897,134
504,11858,FALSE,40000000,24332324,7.775859,128
505,7007,FALSE,40000000,107198790,7.0689,125
506,10467,FALSE,0,0,4.416681,118
507,5550,FALSE,22000000,10696210,12.152449,104
508,8005,FALSE,20000000,35739755,9.895073,104
509,2088,FALSE,11500000,3275585,4.533863,100
510,10412,FALSE,0,0,6.561548,94
511,47889,FALSE,800000,1001437,0.664579,114
512,14534,FALSE,12000000,22750363,5.850098,114
513,56583,FALSE,0,0,0.550785,99
514,41878,FALSE,0,0,1.161376,126
515,424,FALSE,22000000,321365567,19.361673,195
516,35233,FALSE,0,0,2.395035,101
517,14291,FALSE,0,7266383,5.269881,110
518,103413,FALSE,0,0,1.158866,105
519,11236,FALSE,0,0,8.773288,102
520,11592,FALSE,13000000,7820688,7.495457,95
521,8850,FALSE,25000000,48063435,6.39017,108
522,10445,FALSE,22000000,0,4.464589,131
523,695,FALSE,0,6110979,6.648567,187
524,43535,FALSE,0,0,2.769103,106
525,12519,FALSE,0,7770731,5.050136,98
526,23210,FALSE,0,0,7.038131,112
527,858,FALSE,21000000,227799884,9.883253,105
528,867,FALSE,40000000,116300000,8.83545,108
529,78,FALSE,10000000,0,49.989203,117
530,13203,FALSE,0,36448200,8.416499,95
531,10442,FALSE,20000000,11585483,7.524714,93
532,11074,FALSE,30,0,8.936346,102
533,33367,FALSE,0,0,0.311625,113
534,9607,FALSE,48000000,20915465,7.150296,104
535,17585,FALSE,7400000,7690013,3.71641,96
536,9057,FALSE,50000000,16478900,9.287403,102
537,20967,FALSE,0,0,0.936494,93
538,10635,FALSE,0,0,4.131061,93
539,9479,FALSE,18000000,75634409,21.044733,76
540,10057,FALSE,30000000,53898845,7.1517,105
541,11969,FALSE,25000000,56505065,14.536703,130
542,41590,FALSE,0,6,3.339866,107
543,319,FALSE,12500000,12281551,20.686827,120
544,26408,FALSE,0,0,1.704315,96
545,15139,FALSE,27000000,13670688,7.244556,80
546,161158,FALSE,0,0,0.275659,112
547,85247,FALSE,0,0,0.626457,97
548,11446,FALSE,0,0,5.088476,88
549,51980,FALSE,0,0,3.130439,160
550,24405,FALSE,0,1596687,5.990843,102
551,11655,FALSE,0,0,5.340963,94
552,11800,FALSE,0,0,0.277076,95
553,8223,FALSE,0,0,3.958378,117
554,14587,FALSE,0,0,0.583348,100
555,31504,FALSE,0,0,2.183485,119
556,41653,FALSE,0,0,1.719209,102
557,95743,FALSE,0,0,0.080422,90
558,23637,FALSE,0,0,5.357675,100
559,17600,FALSE,200000,0,2.17822,106
560,10897,FALSE,0,67308282,7.30023,82
561,21352,FALSE,0,0,4.386325,94
562,68806,FALSE,0,0,0.330164,92
563,37345,FALSE,0,3021629,1.668687,97
564,32562,FALSE,0,0,2.606188,102
565,47507,FALSE,0,0,0.802389,94
566,25403,FALSE,0,0,3.863723,100
567,124304,FALSE,0,0,0.494549,106
568,9066,FALSE,0,0,4.753973,84
569,771,FALSE,18000000,476684675,0.729519,103
570,251,FALSE,22000000,5.05E+08,21.439903,127
571,812,FALSE,28000000,504050219,22.33008,90
572,280,FALSE,100000000,5.20E+08,34.696945,137
573,581,FALSE,22000000,424208848,23.080591,181
574,80350,FALSE,0,0,0.338362,92
575,268,FALSE,35000000,411348924,26.322483,126
576,274,FALSE,19000000,272742922,6.746893,119
577,408,FALSE,1488423,184925486,30.500593,83
578,10020,FALSE,25000000,377350553,35.286146,84
579,10895,FALSE,2600000,84300000,16.84033,88
580,114,FALSE,14000000,4.63E+08,21.936256,119
581,41043,FALSE,0,0,1.485704,87
582,576,FALSE,6244087,638641,8.420428,145
583,15477,FALSE,0,0,2.607729,101
584,59146,FALSE,0,0,0.217941,113
585,124472,FALSE,0,0,0.076605,60
586,30528,FALSE,0,0,3.887062,106
587,7300,FALSE,0,97529550,7.411487,108
588,10824,FALSE,0,13940383,5.428061,93
589,261246,FALSE,0,7271,1.514061,112
590,275,FALSE,7000000,60611975,23.92836,98
591,25059,FALSE,0,32709423,10.286599,89
592,11827,FALSE,9300000,20100000,8.951625,90
593,8766,FALSE,4000000,16675000,7.452248,86
594,23570,FALSE,8000000,0,4.164724,97
595,47333,FALSE,0,0,4.16103,112
596,54850,FALSE,500000,0,0.218833,91
597,51242,FALSE,0,0,1.054898,100
598,10112,FALSE,4000000,55675257,13.783658,78
599,4307,FALSE,0,0,3.132433,107
600,46029,FALSE,0,0,3.544823,118
601,32308,FALSE,0,0,5.527578,94
602,88893,FALSE,0,0,0.783342,105
603,52873,FALSE,0,0,1.695694,127
604,123505,FALSE,0,0,0.040936,90
605,340210,FALSE,0,0,0.442263,83
606,44281,FALSE,0,0,1.250318,98
607,28121,FALSE,0,0,2.722824,108
608,12520,FALSE,0,442965,6.044334,92
609,1592,FALSE,30000000,102616183,13.638743,129
610,166901,FALSE,0,0,0.03652,89
611,36447,FALSE,0,0,1.934224,109
